uf_origem,regiao_origem,uf_destino,regiao_destino,tipo_operacao,aliquota_icms_interestadual_base,regra_resolucao_22_1989,aliquota_importado_resolucao_13_2012,aplica_importado_se_bem_importado,fonte_regra_base,fonte_regra_importado,observacao_modelagem
PB,Nordeste,PA,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PB,Nordeste,PB,Nordeste,interna,,operação interna,,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Usar alíquota interna da UF/dado da empresa; não aplicar regra interestadual.
PB,Nordeste,PR,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PB,Nordeste,PE,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PB,Nordeste,PI,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PB,Nordeste,RJ,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PB,Nordeste,RN,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PB,Nordeste,RS,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PB,Nordeste,RO,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PB,Nordeste,RR,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PB,Nordeste,SC,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PB,Nordeste,SP,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PB,Nordeste,SE,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PB,Nordeste,TO,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PR,Sul,AC,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,AL,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,AP,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,AM,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,BA,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,CE,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,DF,Centro-Oeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,ES,Sudeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,GO,Centro-Oeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,MA,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,MT,Centro-Oeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,MS,Centro-Oeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,MG,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PR,Sul,PA,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,PB,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,PR,Sul,interna,,operação interna,,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Usar alíquota interna da UF/dado da empresa; não aplicar regra interestadual.
PR,Sul,PE,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,PI,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,RJ,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PR,Sul,RN,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,RS,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PR,Sul,RO,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,RR,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,SC,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PR,Sul,SP,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PR,Sul,SE,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PR,Sul,TO,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
PE,Nordeste,AC,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,AL,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,AP,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,AM,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,BA,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,CE,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,DF,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,ES,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,GO,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,MA,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,MT,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,MS,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,MG,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,PA,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,PB,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,PR,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,PE,Nordeste,interna,,operação interna,,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Usar alíquota interna da UF/dado da empresa; não aplicar regra interestadual.
PE,Nordeste,PI,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,RJ,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,RN,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,RS,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,RO,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,RR,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,SC,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,SP,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,SE,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PE,Nordeste,TO,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,AC,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,AL,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,AP,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,AM,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,BA,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,CE,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,DF,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,ES,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,GO,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,MA,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,MT,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,MS,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,MG,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,PA,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,PB,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,PR,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,PE,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,PI,Nordeste,interna,,operação interna,,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Usar alíquota interna da UF/dado da empresa; não aplicar regra interestadual.
PI,Nordeste,RJ,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,RN,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,RS,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,RO,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,RR,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,SC,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
PI,Nordeste,SP,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
